"productkey","storekey","risk_profile","total_cash_frozen","total_lost_revenue","total_estimated_impact","impact_bucket","recommended_action"
435,570,mixed_or_stable,2339.710,2688.702,5028.412,1,No action – monitor only
2026,999999,systematic_underforecast,1890.9032,3136.64316,5027.54636,1,Prioritize earlier replenishment and protect high-margin SKUs
1450,540,mixed_or_stable,1756.336,3270.96,5027.296,1,No action – monitor only
456,450,mixed_or_stable,1413.83,3608.345,5022.175,1,No action – monitor only
1056,999999,systematic_overforecast,1703.468,3316.83,5020.298,1,Reduce safety buffers and tighten replenishment thresholds
152,50,systematic_underforecast,706.68,4312.10583,5018.78583,1,Prioritize earlier replenishment and protect high-margin SKUs
1207,500,systematic_underforecast,0,5016,5016,1,Prioritize earlier replenishment and protect high-margin SKUs
1195,585,systematic_underforecast,0,5014.680,5014.680,1,Prioritize earlier replenishment and protect high-margin SKUs
431,510,systematic_underforecast,1410.975,3603.285,5014.260,1,Prioritize earlier replenishment and protect high-margin SKUs
1754,999999,mixed_or_stable,1072.366,3937.093,5009.459,1,No action – monitor only
437,660,systematic_overforecast,1784.02,3224.355,5008.375,1,Reduce safety buffers and tighten replenishment thresholds
1527,390,mixed_or_stable,1577.472,3430.4,5007.872,1,No action – monitor only
913,999999,mixed_or_stable,1146.60,3859.4955,5006.0955,1,No action – monitor only
348,560,mixed_or_stable,3485.80,1516,5001.80,1,No action – monitor only
648,999999,mixed_or_stable,906.30,4092.200,4998.500,1,No action – monitor only
540,610,mixed_or_stable,0,4998,4998,1,No action – monitor only
600,74,systematic_underforecast,0,4998,4998,1,Prioritize earlier replenishment and protect high-margin SKUs
552,650,systematic_underforecast,0,4998,4998,1,Prioritize earlier replenishment and protect high-margin SKUs
552,590,mixed_or_stable,0,4998,4998,1,No action – monitor only
600,605,systematic_underforecast,0,4998,4998,1,Prioritize earlier replenishment and protect high-margin SKUs
552,500,systematic_underforecast,0,4998,4998,1,Prioritize earlier replenishment and protect high-margin SKUs
1148,999999,systematic_underforecast,946.660,4051.20,4997.860,1,Prioritize earlier replenishment and protect high-margin SKUs
1568,100,systematic_overforecast,2600.952,2396.80,4997.752,1,Reduce safety buffers and tighten replenishment thresholds
1552,470,systematic_underforecast,553.854,4441.68,4995.534,1,Prioritize earlier replenishment and protect high-margin SKUs
423,560,systematic_underforecast,550.92,4444.58,4995.50,1,Prioritize earlier replenishment and protect high-margin SKUs
1411,220,mixed_or_stable,985.92,4009.280,4995.200,1,No action – monitor only
417,240,mixed_or_stable,1652.76,3342.42,4995.18,1,No action – monitor only
1443,80,mixed_or_stable,1366.05,3628.24,4994.29,1,No action – monitor only
964,999999,mixed_or_stable,1729.440,3261.34,4990.780,1,No action – monitor only
1442,610,mixed_or_stable,1226.890,3761.190,4988.080,1,No action – monitor only
679,999999,mixed_or_stable,1372.065,3612.18,4984.245,1,No action – monitor only
1568,670,mixed_or_stable,1081.584,3897.60,4979.184,1,No action – monitor only
1433,470,mixed_or_stable,1019.808,3954.72,4974.528,1,No action – monitor only
452,60,mixed_or_stable,1682.10,3286.053,4968.153,1,No action – monitor only
576,490,systematic_overforecast,4967.820,0,4967.820,1,Reduce safety buffers and tighten replenishment thresholds
634,440,systematic_overforecast,4967.82,0,4967.82,1,Reduce safety buffers and tighten replenishment thresholds
450,220,systematic_overforecast,3349.28,1617.44,4966.72,1,Reduce safety buffers and tighten replenishment thresholds
436,550,mixed_or_stable,1881.30,3084.84,4966.14,1,No action – monitor only
1660,90,mixed_or_stable,1210.608,3752.4706,4963.0786,1,No action – monitor only
296,999999,mixed_or_stable,1630.8175,3330.222,4961.0395,1,No action – monitor only
1456,270,mixed_or_stable,1107.36,3852.8,4960.16,1,No action – monitor only
1404,999999,mixed_or_stable,843.452,4112.8633,4956.3153,1,No action – monitor only
441,630,mixed_or_stable,1406.52,3549.656,4956.176,1,No action – monitor only
149,660,systematic_underforecast,0,4953.17460,4953.17460,1,Prioritize earlier replenishment and protect high-margin SKUs
158,465,systematic_underforecast,0,4949.955,4949.955,1,Prioritize earlier replenishment and protect high-margin SKUs
160,630,systematic_underforecast,0,4949.955,4949.955,1,Prioritize earlier replenishment and protect high-margin SKUs
426,60,systematic_underforecast,0,4949.010,4949.010,1,Prioritize earlier replenishment and protect high-margin SKUs
540,450,systematic_underforecast,0,4948.02,4948.02,1,Prioritize earlier replenishment and protect high-margin SKUs
1849,999999,mixed_or_stable,1672.90,3274.02,4946.92,1,No action – monitor only
1199,999999,mixed_or_stable,1316.889,3628.5,4945.389,1,No action – monitor only
159,610,systematic_underforecast,0,4944.45505,4944.45505,1,Prioritize earlier replenishment and protect high-margin SKUs
2171,999999,systematic_overforecast,1955.385,2983.96,4939.345,1,Reduce safety buffers and tighten replenishment thresholds
437,610,mixed_or_stable,1019.44,3919.216,4938.656,1,No action – monitor only
452,390,mixed_or_stable,1177.47,3761.145,4938.615,1,No action – monitor only
2075,999999,mixed_or_stable,744.93,4191.78711,4936.71711,1,No action – monitor only
1190,999999,mixed_or_stable,1043.088,3892.350,4935.438,1,No action – monitor only
979,999999,mixed_or_stable,1762.098,3172.209,4934.307,1,No action – monitor only
2088,420,systematic_underforecast,1398.546,3535.68,4934.226,1,Prioritize earlier replenishment and protect high-margin SKUs
386,620,systematic_overforecast,1075.95,3858.030,4933.980,1,Reduce safety buffers and tighten replenishment thresholds
1479,100,systematic_underforecast,997.920,3935.76,4933.680,1,Prioritize earlier replenishment and protect high-margin SKUs
429,74,systematic_overforecast,1655.22,3275.454,4930.674,1,Reduce safety buffers and tighten replenishment thresholds
2097,50,mixed_or_stable,0,4927.93,4927.93,1,No action – monitor only
430,610,mixed_or_stable,2133.265,2791.2830,4924.5480,1,No action – monitor only
447,670,mixed_or_stable,1289.310,3630.121,4919.431,1,No action – monitor only
1410,550,systematic_underforecast,0,4917.4,4917.4,1,Prioritize earlier replenishment and protect high-margin SKUs
1700,999999,mixed_or_stable,864.552,4052.32584,4916.87784,1,No action – monitor only
1442,450,systematic_overforecast,2278.510,2636.536,4915.046,1,Reduce safety buffers and tighten replenishment thresholds
429,240,systematic_underforecast,0,4913.1810,4913.1810,1,Prioritize earlier replenishment and protect high-margin SKUs
282,999999,mixed_or_stable,1668.16,3243.37,4911.53,1,No action – monitor only
1859,80,systematic_underforecast,0,4911.03,4911.03,1,Prioritize earlier replenishment and protect high-margin SKUs
158,605,systematic_overforecast,1972.8150,2936.9733,4909.7883,1,Reduce safety buffers and tighten replenishment thresholds
440,420,mixed_or_stable,1345.68,3563.190,4908.870,1,No action – monitor only
1829,80,systematic_underforecast,0,4908.6,4908.6,1,Prioritize earlier replenishment and protect high-margin SKUs
1981,999999,mixed_or_stable,1992.6844,2912.76,4905.4444,1,No action – monitor only
253,999999,mixed_or_stable,1653.974,3248.635,4902.609,1,No action – monitor only
1409,80,mixed_or_stable,1209.93,3689.496,4899.426,1,No action – monitor only
217,999999,mixed_or_stable,1269.688,3629.208,4898.896,1,No action – monitor only
436,60,systematic_underforecast,1505.04,3392.955,4897.995,1,Prioritize earlier replenishment and protect high-margin SKUs
229,999999,systematic_overforecast,2125.310,2771.076,4896.386,1,Reduce safety buffers and tighten replenishment thresholds
1160,590,systematic_underforecast,0,4895,4895,1,Prioritize earlier replenishment and protect high-margin SKUs
457,590,systematic_underforecast,1233.54,3659.9680,4893.5080,1,Prioritize earlier replenishment and protect high-margin SKUs
435,560,systematic_underforecast,1858.005,3034.2380,4892.2430,1,Prioritize earlier replenishment and protect high-margin SKUs
507,490,mixed_or_stable,1369.765,3522.40,4892.165,1,No action – monitor only
438,470,systematic_overforecast,3044.80,1838,4882.80,1,Reduce safety buffers and tighten replenishment thresholds
1537,660,systematic_overforecast,1487.546,3394.432,4881.978,1,Reduce safety buffers and tighten replenishment thresholds
431,220,systematic_underforecast,0,4881.87,4881.87,1,Prioritize earlier replenishment and protect high-margin SKUs
348,50,systematic_overforecast,4880.12,0,4880.12,1,Reduce safety buffers and tighten replenishment thresholds
449,470,mixed_or_stable,1364.165,3507.45,4871.615,1,No action – monitor only
2107,90,mixed_or_stable,596.550,4271.4,4867.950,1,No action – monitor only
737,999999,mixed_or_stable,1352.72,3509.13,4861.85,1,No action – monitor only
442,570,mixed_or_stable,1651.2,3206.4120,4857.6120,1,No action – monitor only
1432,74,systematic_overforecast,1959.032,2896.8,4855.832,1,Reduce safety buffers and tighten replenishment thresholds
1970,510,systematic_underforecast,0,4854.6,4854.6,1,Prioritize earlier replenishment and protect high-margin SKUs
399,605,systematic_underforecast,0,4851.90,4851.90,1,Prioritize earlier replenishment and protect high-margin SKUs
1083,999999,mixed_or_stable,1563.985,3286.798,4850.783,1,No action – monitor only
1111,999999,mixed_or_stable,1342.476,3507.632,4850.108,1,No action – monitor only
448,440,systematic_underforecast,1926.4,2923.0170,4849.4170,1,Prioritize earlier replenishment and protect high-margin SKUs
146,320,systematic_underforecast,0,4848.78328,4848.78328,1,Prioritize earlier replenishment and protect high-margin SKUs
159,550,systematic_underforecast,0,4848.755920,4848.755920,1,Prioritize earlier replenishment and protect high-margin SKUs
2115,440,systematic_overforecast,4842.36,0,4842.36,1,Reduce safety buffers and tighten replenishment thresholds
460,660,mixed_or_stable,2140.6,2699.10,4839.70,1,No action – monitor only
1602,620,mixed_or_stable,1663.677,3174.30364,4837.98064,1,No action – monitor only
430,100,mixed_or_stable,2821.415,2016.52650,4837.94150,1,No action – monitor only
341,370,systematic_underforecast,0,4835,4835,1,Prioritize earlier replenishment and protect high-margin SKUs
459,440,mixed_or_stable,1582.4,3246.897,4829.297,1,No action – monitor only
160,450,systematic_overforecast,3009.8075,1818.283470,4828.090970,1,Reduce safety buffers and tighten replenishment thresholds
1463,380,systematic_underforecast,1077.92,3749.814,4827.734,1,Prioritize earlier replenishment and protect high-margin SKUs
1449,420,mixed_or_stable,579.432,4243.2,4822.632,1,No action – monitor only
1419,550,mixed_or_stable,1518.72,3302.4,4821.12,1,No action – monitor only
434,330,systematic_overforecast,4820.55,0,4820.55,1,Reduce safety buffers and tighten replenishment thresholds
436,470,mixed_or_stable,1599.105,3221.37,4820.475,1,No action – monitor only
1550,480,systematic_overforecast,1236.096,3584,4820.096,1,Reduce safety buffers and tighten replenishment thresholds
1136,999999,mixed_or_stable,1162.16,3655.644,4817.804,1,No action – monitor only
452,660,mixed_or_stable,1513.89,3302.54925,4816.43925,1,No action – monitor only
459,540,mixed_or_stable,2339.2,2474.983,4814.183,1,No action – monitor only
1484,450,systematic_underforecast,669.55,4142.112,4811.662,1,Prioritize earlier replenishment and protect high-margin SKUs
424,220,mixed_or_stable,1032.225,3779.30,4811.525,1,No action – monitor only
418,670,mixed_or_stable,2202.08,2607.717,4809.797,1,No action – monitor only
145,660,systematic_overforecast,4804.10,0,4804.10,1,Reduce safety buffers and tighten replenishment thresholds
1518,670,mixed_or_stable,827.76,3974.4,4802.16,1,No action – monitor only
421,530,systematic_overforecast,2156.80,2645.16,4801.96,1,Reduce safety buffers and tighten replenishment thresholds
457,60,systematic_underforecast,448.56,4350.611,4799.171,1,Prioritize earlier replenishment and protect high-margin SKUs
1610,660,systematic_overforecast,1047.272,3751.02065,4798.29265,1,Reduce safety buffers and tighten replenishment thresholds
1006,999999,mixed_or_stable,1258.648,3534.52,4793.168,1,No action – monitor only
2115,290,mixed_or_stable,403.53,4387.5,4791.03,1,No action – monitor only
447,240,mixed_or_stable,1875.36,2905.936,4781.296,1,No action – monitor only
1393,999999,mixed_or_stable,650.826,4128.07150,4778.89750,1,No action – monitor only
1232,400,systematic_overforecast,4777.812,0,4777.812,1,Reduce safety buffers and tighten replenishment thresholds
1527,530,systematic_underforecast,1207.752,3569.76,4777.512,1,Prioritize earlier replenishment and protect high-margin SKUs
1429,100,systematic_underforecast,664.5,4112.470,4776.970,1,Prioritize earlier replenishment and protect high-margin SKUs
449,380,mixed_or_stable,1283.92,3490,4773.92,1,No action – monitor only
442,500,mixed_or_stable,1788.8,2985.094,4773.894,1,No action – monitor only
2087,440,systematic_overforecast,2400.750,2373,4773.750,1,Reduce safety buffers and tighten replenishment thresholds
1675,999999,mixed_or_stable,815.958,3957.69179,4773.64979,1,No action – monitor only
1183,80,systematic_underforecast,0,4772.8,4772.8,1,Prioritize earlier replenishment and protect high-margin SKUs
431,74,mixed_or_stable,3010.080,1761.975,4772.055,1,No action – monitor only
1185,999999,mixed_or_stable,1861.528,2904,4765.528,1,No action – monitor only
426,560,mixed_or_stable,764.58,3999.2,4763.78,1,No action – monitor only
1439,60,mixed_or_stable,1993.248,2765.588,4758.836,1,No action – monitor only
854,999999,mixed_or_stable,1394.02,3364.32,4758.34,1,No action – monitor only
1919,999999,systematic_underforecast,1367.545,3387.8790,4755.4240,1,Prioritize earlier replenishment and protect high-margin SKUs
452,270,systematic_underforecast,953.19,3801.83575,4755.02575,1,Prioritize earlier replenishment and protect high-margin SKUs
1327,999999,mixed_or_stable,909.288,3842.93618,4752.22418,1,No action – monitor only
1080,80,mixed_or_stable,1391.195,3359.2,4750.395,1,No action – monitor only
448,630,mixed_or_stable,1376.0,3373.75,4749.75,1,No action – monitor only
2008,999999,systematic_overforecast,1591.0810,3157.84210,4748.92310,1,Reduce safety buffers and tighten replenishment thresholds
338,620,mixed_or_stable,0,4748.04,4748.04,1,No action – monitor only
254,999999,mixed_or_stable,838.65,3904.4075,4743.0575,1,No action – monitor only
425,100,mixed_or_stable,1787.235,2955.690,4742.925,1,No action – monitor only
452,450,mixed_or_stable,1457.82,3283.85350,4741.67350,1,No action – monitor only
145,90,systematic_underforecast,0,4738.58366,4738.58366,1,Prioritize earlier replenishment and protect high-margin SKUs
425,380,systematic_underforecast,752.52,3985.20,4737.72,1,Prioritize earlier replenishment and protect high-margin SKUs
419,530,systematic_overforecast,2633.820,2103.30,4737.120,1,Reduce safety buffers and tighten replenishment thresholds
1649,440,mixed_or_stable,1205.960,3530.66420,4736.62420,1,No action – monitor only
1525,550,mixed_or_stable,1198.71,3537.6,4736.31,1,No action – monitor only
1435,90,mixed_or_stable,1509.088,3223.0,4732.088,1,No action – monitor only
449,490,mixed_or_stable,2006.125,2725.69,4731.815,1,No action – monitor only
453,450,systematic_underforecast,1582.335,3147.3310,4729.6660,1,Prioritize earlier replenishment and protect high-margin SKUs
374,380,systematic_underforecast,0,4728.36,4728.36,1,Prioritize earlier replenishment and protect high-margin SKUs
448,585,systematic_overforecast,1926.4,2801.562,4727.962,1,Reduce safety buffers and tighten replenishment thresholds
1489,360,systematic_underforecast,1197.504,3527.8,4725.304,1,Prioritize earlier replenishment and protect high-margin SKUs
531,255,mixed_or_stable,2249.70,2471.56,4721.26,1,No action – monitor only
2105,80,mixed_or_stable,2565.675,2152.910,4718.585,1,No action – monitor only
1431,500,mixed_or_stable,1106.662,3609.6,4716.262,1,No action – monitor only
417,220,mixed_or_stable,1515.03,3198.66,4713.69,1,No action – monitor only
358,650,mixed_or_stable,997.2,3716.4,4713.6,1,No action – monitor only
1442,620,mixed_or_stable,2278.510,2433.40,4711.910,1,No action – monitor only
1435,255,systematic_underforecast,862.336,3848.848,4711.184,1,Prioritize earlier replenishment and protect high-margin SKUs
449,290,systematic_overforecast,1444.41,3261.405,4705.815,1,Reduce safety buffers and tighten replenishment thresholds
1323,999999,mixed_or_stable,1069.13,3632.75862,4701.88862,1,No action – monitor only
2090,650,mixed_or_stable,801.468,3894,4695.468,1,No action – monitor only
437,450,mixed_or_stable,1274.30,3419.316,4693.616,1,No action – monitor only
1469,80,systematic_underforecast,1030.064,3662.8,4692.864,1,Prioritize earlier replenishment and protect high-margin SKUs
427,190,systematic_underforecast,1078.40,3613.645,4692.045,1,Prioritize earlier replenishment and protect high-margin SKUs
139,440,systematic_underforecast,1839.44,2849.943,4689.383,1,Prioritize earlier replenishment and protect high-margin SKUs
249,999999,systematic_underforecast,1369.710,3317.2305,4686.9405,1,Prioritize earlier replenishment and protect high-margin SKUs
1876,999999,mixed_or_stable,1986.348,2697.3,4683.648,1,No action – monitor only
965,999999,mixed_or_stable,1762.098,2919.028,4681.126,1,No action – monitor only
1458,500,systematic_underforecast,882.912,3798,4680.912,1,Prioritize earlier replenishment and protect high-margin SKUs
1191,999999,mixed_or_stable,986.997,3692.64,4679.637,1,No action – monitor only
444,300,mixed_or_stable,1370.16,3308.4,4678.56,1,No action – monitor only
1509,590,systematic_overforecast,1482.624,3194.24,4676.864,1,Reduce safety buffers and tighten replenishment thresholds
2115,100,systematic_underforecast,1452.708,3223.9350,4676.6430,1,Prioritize earlier replenishment and protect high-margin SKUs
25,999999,mixed_or_stable,1161.9952,3511.86319,4673.85839,1,No action – monitor only
1722,999999,mixed_or_stable,1133.435,3534.720,4668.155,1,No action – monitor only
1455,540,mixed_or_stable,1653.664,3014.26,4667.924,1,No action – monitor only
1652,610,mixed_or_stable,686.991,3980.47885,4667.46985,1,No action – monitor only
2039,999999,mixed_or_stable,1183.611,3482.230532,4665.841532,1,No action – monitor only
1241,560,systematic_underforecast,0,4660.920,4660.920,1,Prioritize earlier replenishment and protect high-margin SKUs
436,440,mixed_or_stable,1505.04,3154.95,4659.99,1,No action – monitor only
443,630,mixed_or_stable,1604.90,3053.75,4658.65,1,No action – monitor only
1138,999999,mixed_or_stable,2108.574,2547.350,4655.924,1,No action – monitor only
1392,999999,mixed_or_stable,709.152,3946.48200,4655.63400,1,No action – monitor only
1195,470,systematic_underforecast,0,4649.190,4649.190,1,Prioritize earlier replenishment and protect high-margin SKUs
1430,585,systematic_underforecast,962.5,3683.680,4646.180,1,Prioritize earlier replenishment and protect high-margin SKUs
2297,999999,systematic_overforecast,835.504,3808.6344,4644.1384,1,Reduce safety buffers and tighten replenishment thresholds
157,230,mixed_or_stable,3540.95,1099.99,4640.94,1,No action – monitor only
459,490,mixed_or_stable,1582.4,3055.268,4637.668,1,No action – monitor only
1460,100,systematic_overforecast,2290.136,2347.2,4637.336,1,Reduce safety buffers and tighten replenishment thresholds
2111,430,mixed_or_stable,1323.5784,3309.930,4633.5084,1,No action – monitor only
1425,500,mixed_or_stable,736.134,3893.44,4629.574,1,No action – monitor only
1493,360,systematic_underforecast,593.76,4035.0,4628.76,1,Prioritize earlier replenishment and protect high-margin SKUs
1931,999999,mixed_or_stable,1684.450,2943.25488,4627.70488,1,No action – monitor only
160,605,systematic_overforecast,2529.25,2089.9810,4619.2310,1,Reduce safety buffers and tighten replenishment thresholds
2111,440,mixed_or_stable,1985.3676,2632.500,4617.8676,1,No action – monitor only
422,620,mixed_or_stable,1284.20,3333.36,4617.56,1,No action – monitor only
421,35,mixed_or_stable,862.72,3752,4614.72,1,No action – monitor only
147,510,mixed_or_stable,4611.936,0,4611.936,1,No action – monitor only
1242,370,systematic_underforecast,0,4609.0,4609.0,1,Prioritize earlier replenishment and protect high-margin SKUs
451,650,mixed_or_stable,1156.77,3449.030,4605.800,1,No action – monitor only
149,610,systematic_overforecast,2257.45,2346.2406,4603.6906,1,Reduce safety buffers and tighten replenishment thresholds
1684,999999,mixed_or_stable,691.60,3911.79156,4603.39156,1,No action – monitor only
1426,530,systematic_underforecast,0,4601.268,4601.268,1,Prioritize earlier replenishment and protect high-margin SKUs
1578,510,mixed_or_stable,1117.424,3482.757,4600.181,1,No action – monitor only
1443,590,mixed_or_stable,975.75,3623.528,4599.278,1,No action – monitor only
2095,605,systematic_underforecast,0,4596.10,4596.10,1,Prioritize earlier replenishment and protect high-margin SKUs
398,650,systematic_underforecast,0,4595.400,4595.400,1,Prioritize earlier replenishment and protect high-margin SKUs
435,74,systematic_underforecast,275.26,4319.200,4594.460,1,Prioritize earlier replenishment and protect high-margin SKUs
432,430,mixed_or_stable,1274.30,3319.336,4593.636,1,No action – monitor only
206,999999,mixed_or_stable,1805.454,2788.10,4593.554,1,No action – monitor only
1907,999999,mixed_or_stable,947.860,3645.4698,4593.3298,1,No action – monitor only
430,450,systematic_underforecast,1651.56,2939.75550,4591.31550,1,Prioritize earlier replenishment and protect high-margin SKUs
551,570,systematic_underforecast,0,4590,4590,1,Prioritize earlier replenishment and protect high-margin SKUs
587,90,systematic_underforecast,0,4590,4590,1,Prioritize earlier replenishment and protect high-margin SKUs
551,650,systematic_underforecast,0,4590,4590,1,Prioritize earlier replenishment and protect high-margin SKUs
435,390,systematic_underforecast,1926.82,2661.7070,4588.5270,1,Prioritize earlier replenishment and protect high-margin SKUs
460,100,mixed_or_stable,764.5,3820.726,4585.226,1,No action – monitor only
1010,999999,systematic_overforecast,962.640,3620.253,4582.893,1,Reduce safety buffers and tighten replenishment thresholds
2051,999999,mixed_or_stable,1349.151,3231.90044,4581.05144,1,No action – monitor only
137,660,systematic_underforecast,655.3005,3924.9215,4580.2220,1,Prioritize earlier replenishment and protect high-margin SKUs
612,80,mixed_or_stable,1241.955,3336.165,4578.120,1,No action – monitor only
1443,390,systematic_underforecast,2185.68,2391.34,4577.02,1,Prioritize earlier replenishment and protect high-margin SKUs
423,400,mixed_or_stable,2479.14,2096.5,4575.64,1,No action – monitor only
1463,50,systematic_overforecast,1293.504,3281.6,4575.104,1,Reduce safety buffers and tighten replenishment thresholds
940,999999,systematic_overforecast,1690.745,2882.88,4573.625,1,Reduce safety buffers and tighten replenishment thresholds
1567,550,systematic_underforecast,721.728,3847.988,4569.716,1,Prioritize earlier replenishment and protect high-margin SKUs
444,230,mixed_or_stable,4567.20,0,4567.20,1,No action – monitor only
999,999999,mixed_or_stable,1676.007,2890.734,4566.741,1,No action – monitor only
587,570,systematic_overforecast,4562.28,0,4562.28,1,Reduce safety buffers and tighten replenishment thresholds
1463,310,mixed_or_stable,2371.424,2189.296,4560.720,1,No action – monitor only
1561,80,mixed_or_stable,0,4558.68,4558.68,1,No action – monitor only
427,540,systematic_overforecast,1294.08,3264.24,4558.32,1,Reduce safety buffers and tighten replenishment thresholds
460,500,mixed_or_stable,2905.1,1649.45,4554.55,1,No action – monitor only
2164,100,systematic_underforecast,0,4554,4554,1,Prioritize earlier replenishment and protect high-margin SKUs
1409,440,mixed_or_stable,1248.96,3303.112,4552.072,1,No action – monitor only
1457,450,mixed_or_stable,1772.964,2778.300,4551.264,1,No action – monitor only
455,380,mixed_or_stable,456.72,4094.145,4550.865,1,No action – monitor only
446,470,mixed_or_stable,1121.40,3425.72125,4547.12125,1,No action – monitor only
419,390,mixed_or_stable,1599.105,2944.62,4543.725,1,No action – monitor only
2092,590,systematic_underforecast,1455.00,3087.1148,4542.1148,1,Prioritize earlier replenishment and protect high-margin SKUs
454,500,mixed_or_stable,1032.0,3508.70,4540.70,1,No action – monitor only
417,670,mixed_or_stable,1101.84,3438.26,4540.10,1,No action – monitor only
448,50,mixed_or_stable,894.4,3643.65,4538.05,1,No action – monitor only
504,650,systematic_underforecast,0,4536.18,4536.18,1,Prioritize earlier replenishment and protect high-margin SKUs
460,480,systematic_underforecast,1146.75,3388.870,4535.620,1,Prioritize earlier replenishment and protect high-margin SKUs
402,500,systematic_overforecast,1936.71,2598,4534.71,1,Reduce safety buffers and tighten replenishment thresholds
1414,80,systematic_underforecast,1153.754,3379.2,4532.954,1,Prioritize earlier replenishment and protect high-margin SKUs
1650,450,systematic_overforecast,528.440,4001.862,4530.302,1,Reduce safety buffers and tighten replenishment thresholds
161,490,mixed_or_stable,1503.4605,3025.18,4528.6405,1,No action – monitor only
1461,430,mixed_or_stable,1076.464,3449.6,4526.064,1,No action – monitor only
1852,999999,systematic_overforecast,2373.192,2148.849,4522.041,1,Reduce safety buffers and tighten replenishment thresholds
422,590,mixed_or_stable,642.1,3876,4518.1,1,No action – monitor only
421,230,mixed_or_stable,1401.92,3114.16,4516.08,1,No action – monitor only
542,190,systematic_underforecast,0,4515.48,4515.48,1,Prioritize earlier replenishment and protect high-margin SKUs
157,90,mixed_or_stable,3642.120,871.19208,4513.31208,1,No action – monitor only
2376,999999,mixed_or_stable,1264.32,3247.36494,4511.68494,1,No action – monitor only
639,100,systematic_overforecast,1977.04,2533.68,4510.72,1,Reduce safety buffers and tighten replenishment thresholds
444,320,systematic_underforecast,0,4503.1,4503.1,1,Prioritize earlier replenishment and protect high-margin SKUs
1412,610,mixed_or_stable,2418.78,2083.690,4502.470,1,No action – monitor only
421,550,mixed_or_stable,647.04,3855.18,4502.22,1,No action – monitor only
2095,210,systematic_underforecast,0,4499.340,4499.340,1,Prioritize earlier replenishment and protect high-margin SKUs
443,300,systematic_overforecast,2166.615,2329.575,4496.190,1,Reduce safety buffers and tighten replenishment thresholds
431,620,mixed_or_stable,2069.430,2424.33,4493.760,1,No action – monitor only
55,230,systematic_underforecast,1176.8400,3316.828,4493.6680,1,Prioritize earlier replenishment and protect high-margin SKUs
1085,999999,systematic_underforecast,1317.33,3175.12,4492.45,1,Prioritize earlier replenishment and protect high-margin SKUs
908,999999,mixed_or_stable,1664,2827.44,4491.44,1,No action – monitor only
246,999999,mixed_or_stable,1006.38,3484.11,4490.49,1,No action – monitor only
1610,570,mixed_or_stable,1277.864,3209.02934,4486.89334,1,No action – monitor only
1422,430,systematic_underforecast,1107.36,3378.424,4485.784,1,Prioritize earlier replenishment and protect high-margin SKUs
1408,370,mixed_or_stable,1226.890,3258.640,4485.530,1,No action – monitor only
1568,430,mixed_or_stable,901.320,3584,4485.320,1,No action – monitor only
134,450,systematic_underforecast,1528.8350,2956.37760,4485.21260,1,Prioritize earlier replenishment and protect high-margin SKUs
1431,440,systematic_underforecast,2095.594,2388.992,4484.586,1,Prioritize earlier replenishment and protect high-margin SKUs
1419,510,systematic_underforecast,830.55,3652.248,4482.798,1,Prioritize earlier replenishment and protect high-margin SKUs
442,74,mixed_or_stable,1238.4,3241.4990,4479.8990,1,No action – monitor only
1614,480,mixed_or_stable,835.558,3639.86000,4475.41800,1,No action – monitor only
1435,650,systematic_underforecast,1509.088,2965.16,4474.248,1,Prioritize earlier replenishment and protect high-margin SKUs
421,570,mixed_or_stable,1941.12,2532.6,4473.72,1,No action – monitor only
1498,650,mixed_or_stable,1545.152,2923.2,4468.352,1,No action – monitor only
1954,999999,mixed_or_stable,1361.166,3106.99643,4468.16243,1,No action – monitor only
427,450,systematic_underforecast,647.04,3820.005,4467.045,1,Prioritize earlier replenishment and protect high-margin SKUs
419,550,systematic_underforecast,940.65,3525.795,4466.445,1,Prioritize earlier replenishment and protect high-margin SKUs
2108,610,systematic_underforecast,0,4465.5232,4465.5232,1,Prioritize earlier replenishment and protect high-margin SKUs
1073,540,mixed_or_stable,642.906,3822.0,4464.906,1,No action – monitor only
421,290,mixed_or_stable,2588.16,1876,4464.16,1,No action – monitor only
427,35,systematic_overforecast,2588.16,1876,4464.16,1,Reduce safety buffers and tighten replenishment thresholds
1702,999999,mixed_or_stable,587.209,3876.42141,4463.63041,1,No action – monitor only
1415,540,mixed_or_stable,1214.048,3246.6,4460.648,1,No action – monitor only
1453,500,systematic_overforecast,1589.91,2868.960,4458.870,1,Reduce safety buffers and tighten replenishment thresholds
1465,530,mixed_or_stable,1171.328,3285.888,4457.216,1,No action – monitor only
1527,570,systematic_underforecast,1380.288,3076.64,4456.928,1,Prioritize earlier replenishment and protect high-margin SKUs
2176,100,mixed_or_stable,0,4455,4455,1,No action – monitor only
441,540,mixed_or_stable,1465.125,2988.70,4453.825,1,No action – monitor only
2397,999999,mixed_or_stable,0,4451.93,4451.93,1,No action – monitor only
443,440,systematic_underforecast,962.94,3486.510,4449.450,1,Prioritize earlier replenishment and protect high-margin SKUs
1612,450,systematic_overforecast,885.639,3563.802,4449.441,1,Reduce safety buffers and tighten replenishment thresholds
2103,80,mixed_or_stable,1486.6026,2961.64,4448.2426,1,No action – monitor only
1547,550,mixed_or_stable,1876.32,2570.4,4446.72,1,No action – monitor only
898,999999,mixed_or_stable,755.44,3689.34930,4444.78930,1,No action – monitor only
